"relative_path","classification","v2_sha256","v1_sha256"
"contract-kit-v17\src\webui\hub\routers\staging.py","SAME","734A2F63ACF0C15C73206D4EA5876B3422B171F03DCB93DD8EE482DAC927A604","734A2F63ACF0C15C73206D4EA5876B3422B171F03DCB93DD8EE482DAC927A604"
"skills\useful-skills\repo_ops.py","SAME","3386AB176E4BDDA86224061132F0DA453131F8D5E7D924F9EA09D9F464FD7A6D","3386AB176E4BDDA86224061132F0DA453131F8D5E7D924F9EA09D9F464FD7A6D"
"skills\useful-skills\skills-empty-state.tsx","SAME","7D640D2DC20FF358396285591B87A35F55958953CDA0665587FE798ADAF23E82","7D640D2DC20FF358396285591B87A35F55958953CDA0665587FE798ADAF23E82"
"skills\useful-skills\skills-system.md","SAME","F36C45AEAC5BE6954B89B74F9CF8F87114F6A34221082585F5133A06E6C30AF3","F36C45AEAC5BE6954B89B74F9CF8F87114F6A34221082585F5133A06E6C30AF3"
"skills\useful-skills\tsserver.js","SAME","A2F5E5A1CE19E0890900C7969B6CA3EB09C240B70AAE06E37695F7C84DF13F99","A2F5E5A1CE19E0890900C7969B6CA3EB09C240B70AAE06E37695F7C84DF13F99"
"contract-kit-v17\src\runtime\__init__.py","SAME","027461549511D7C56F07006608F3C56B79C10B63CC1CF6AFAB65253DF0394A0F","027461549511D7C56F07006608F3C56B79C10B63CC1CF6AFAB65253DF0394A0F"
"contract-kit-v17\docs\04_HERMES_ORCHESTRATOR.md","SAME","C9C291EB6DF568FBB75977838B4A7284E7770EC4BB629BBB6B45173FD86F900D","C9C291EB6DF568FBB75977838B4A7284E7770EC4BB629BBB6B45173FD86F900D"
"contract-kit-v17\src\webui\shell.html","SAME","A4DEBA8743D1CB36248337951294BB3828405C4DD3B8C10AEB5EE62656BB449A","A4DEBA8743D1CB36248337951294BB3828405C4DD3B8C10AEB5EE62656BB449A"
"skills\useful-skills\skillTool.spec.ts","SAME","96031AA44952A111F18A7E6280E8917452758D82C8D3EC946CC3799918FAB096","96031AA44952A111F18A7E6280E8917452758D82C8D3EC946CC3799918FAB096"
"audits\PACK_AUDIT_REPORT.md","SAME","BAB5F2B78E33CC0B4B177EB75E1F317244D14593AEC497DD21274902ABD96C79","BAB5F2B78E33CC0B4B177EB75E1F317244D14593AEC497DD21274902ABD96C79"
"skills\useful-skills\prism-sqf.min.js","SAME","8C41BFCD5BE4DB4074A02200A0B8429A5FDB8DCD8EF11FC6A345B221A05A71B3","8C41BFCD5BE4DB4074A02200A0B8429A5FDB8DCD8EF11FC6A345B221A05A71B3"
"skills\useful-skills\previous-docs-redirects.js","SAME","9203AC23C4F283A7694942A979ABC687E99BD43CB59877E3A0463E6F9B8CB175","9203AC23C4F283A7694942A979ABC687E99BD43CB59877E3A0463E6F9B8CB175"
"skills\useful-skills\address_pr_comments.md","SAME","63D0C4ABBCBF0FE8829CC514B6D680155C0F87CA95D670C32E2194373FE448A0","63D0C4ABBCBF0FE8829CC514B6D680155C0F87CA95D670C32E2194373FE448A0"
"contract-kit-v17\docs\09_API_REFERENCE.md","SAME","A4FC8D450CE0F0AA9079CF167468C55E36991B52A050A2BE9476F9FB4A9EEA53","A4FC8D450CE0F0AA9079CF167468C55E36991B52A050A2BE9476F9FB4A9EEA53"
"skills\useful-skills\daveai-ui-v6.html","SAME","F61E5641EF4D060413A94E52CC01B7F4397587ABB096B88D29D713E24AB04A6B","F61E5641EF4D060413A94E52CC01B7F4397587ABB096B88D29D713E24AB04A6B"
"contract-kit-v17\PROOF_PACK.md","SAME","BBFF3BC152E0EA3975F9371317E858160BDABEF2353D9739582A4501AABF0644","BBFF3BC152E0EA3975F9371317E858160BDABEF2353D9739582A4501AABF0644"
"skills\useful-skills\skills.test.ts","SAME","B14B0597DC419FAA88E4275252F9C68AC443F8D50F2901A65C1FBCF3ED8A4764","B14B0597DC419FAA88E4275252F9C68AC443F8D50F2901A65C1FBCF3ED8A4764"
"skills\useful-skills\skills\versions\versions.d.mts","SAME","AF6E2F60E9CCFFC6AB9A48302A917EC162095F3E8195C77C34424EE67EB0BBDA","AF6E2F60E9CCFFC6AB9A48302A917EC162095F3E8195C77C34424EE67EB0BBDA"
"skills\useful-skills\skill_loader.py","SAME","E0AC7789A49B24DDFBA36596817CF2155B8997C0D06A2ED9B57E4362897C4225","E0AC7789A49B24DDFBA36596817CF2155B8997C0D06A2ED9B57E4362897C4225"
"contract-kit-v17\docs\diagrams\04_provider_circuit.svg","SAME","8B73E675FA4C113C0E098CFCDFF7818597336D4A619124BDFF89B23921A301B0","8B73E675FA4C113C0E098CFCDFF7818597336D4A619124BDFF89B23921A301B0"
"skills\useful-skills\VOYAGER_SKILL_ACQUISITION.md","SAME","31A0F04782FD7356DB9CCF0552664C07CA705691B5C822DF9A3E8AA717D389B2","31A0F04782FD7356DB9CCF0552664C07CA705691B5C822DF9A3E8AA717D389B2"
"contract-kit-v17\docs\kilocode-settings-images\Screenshot_1820.png","SAME","844D6FC9311190E6FE0357B4B3C9BCAE4D3F221C0ACC3BCDAF221E139ECD30D0","844D6FC9311190E6FE0357B4B3C9BCAE4D3F221C0ACC3BCDAF221E139ECD30D0"
"install\install_vps_skills.sh","SAME","8ECBA28F5AF5D1741856EE1DE91A5B5B9EB9BF9F2A987EAFDB9DB4A280645ED8","8ECBA28F5AF5D1741856EE1DE91A5B5B9EB9BF9F2A987EAFDB9DB4A280645ED8"
"contract-kit-v17\src\webui\hub\routers\repairs.py","SAME","02D2E7794F42E510E82B6311211018D69CCAA3840EB3711F2714F7000DD251FB","02D2E7794F42E510E82B6311211018D69CCAA3840EB3711F2714F7000DD251FB"
"skills\useful-skills\skills\skills.js","SAME","BDF5E9811589B5AF897F75B8D2BAF6A919140F915792B34E32871EBD8AE676E2","BDF5E9811589B5AF897F75B8D2BAF6A919140F915792B34E32871EBD8AE676E2"
"skills\useful-skills\skills-tab-empty-chromium-linux.png","SAME","3929F012A80F9DAC4C1EFAF8B31FC0E1CD45DF36104EDD3AFDB8E60DC81E128F","3929F012A80F9DAC4C1EFAF8B31FC0E1CD45DF36104EDD3AFDB8E60DC81E128F"
"contract-kit-v17\.kilo\governance.json","SAME","64F7D5C5180A90014678ECA534BDF7BD2C92876D212FF70BA03835BC9504FA21","64F7D5C5180A90014678ECA534BDF7BD2C92876D212FF70BA03835BC9504FA21"
"contract-kit-v17\src\proof\security.py","SAME","0BF8CCC498476D5CA8D89C84DDF3C929EB586EA71037D7D549629B07F01BE3F8","0BF8CCC498476D5CA8D89C84DDF3C929EB586EA71037D7D549629B07F01BE3F8"
"contract-kit-v17\src\webui\panels\pipeline.js","SAME","B7121383594A5A105DFC1BCCF64641DA024F5C66A98DA8393CC41FDC67482FB9","B7121383594A5A105DFC1BCCF64641DA024F5C66A98DA8393CC41FDC67482FB9"
"skills\useful-skills\__tests__\SkillsManager.spec.ts","SAME","E5F5DE2E1E46D34A0263BF79CCA540B7D706C389F46444FA4667C39F6038D605","E5F5DE2E1E46D34A0263BF79CCA540B7D706C389F46444FA4667C39F6038D605"
"contract-kit-v17\package.json","SAME","F8F53A210E80CFEAA4329CEA866E73DEE11A791D5FDAB5038DFBADDB26025428","F8F53A210E80CFEAA4329CEA866E73DEE11A791D5FDAB5038DFBADDB26025428"
"contract-kit-v17\tests\e2e\test_provider_failover.py","SAME","479DB6A64F6ED3F5DB5CE12D687F8E2AC6D978D8A270130D05BD24B2EB5930BE","479DB6A64F6ED3F5DB5CE12D687F8E2AC6D978D8A270130D05BD24B2EB5930BE"
"skills\useful-skills\repo_ops\__init__.py","SAME","BF682CFC298D4D1AB91290F0943204C3E417A222BB8B733205A288EDC8935C1E","BF682CFC298D4D1AB91290F0943204C3E417A222BB8B733205A288EDC8935C1E"
"skills\useful-skills\versions\versions.js","SAME","D05246646A8FAD4A21360CEB68591B11F823898C9F5CE659CF3C7723298E0184","D05246646A8FAD4A21360CEB68591B11F823898C9F5CE659CF3C7723298E0184"
"contract-kit-v17\docs\diagrams\08_testing_pyramid.svg","SAME","7396F038A974D771FA96EFACC90CAC90B3B50FD15FFF74A906CB4BCBF1BED64E","7396F038A974D771FA96EFACC90CAC90B3B50FD15FFF74A906CB4BCBF1BED64E"
"contract-kit-v17\tests\integration\test_webui_agent_access_integration.py","SAME","726B3E371DC3742E83607DFFFCAF5396E36C322F9DCE29957227FDD6EE4D8B99","726B3E371DC3742E83607DFFFCAF5396E36C322F9DCE29957227FDD6EE4D8B99"
"skills\useful-skills\Pasted text2.txt","SAME","78967D9DE78459DB34811E39AA80223C4AC52E20F93FAB7144C31BC92AA73A46","78967D9DE78459DB34811E39AA80223C4AC52E20F93FAB7144C31BC92AA73A46"
"contract-kit-v17\tests\e2e\test_kilocode.py","SAME","F23601E845BB4C93301482B4A285437BEADB038A8A9395F429C6781193D9EB3C","F23601E845BB4C93301482B4A285437BEADB038A8A9395F429C6781193D9EB3C"
"contract-kit-v17\src\webui\dashboard.py","SAME","6F970F394BB0357559EAFFB7A48C83C8C5546F4BE9D55E83C076A28A442C12E1","6F970F394BB0357559EAFFB7A48C83C8C5546F4BE9D55E83C076A28A442C12E1"
"skills\useful-skills\skills\gitlab.md","SAME","F746DD492F71DFAA752F98ADAA13A1D632F90E90B775C16606F6B2B9C53CBDA3","F746DD492F71DFAA752F98ADAA13A1D632F90E90B775C16606F6B2B9C53CBDA3"
"skills\useful-skills\bitbucket_data_center.md","SAME","DCF75C4F7006E1328DFD6B9CD86B097C65BDD50864C503E10B51B4788A65D31D","DCF75C4F7006E1328DFD6B9CD86B097C65BDD50864C503E10B51B4788A65D31D"
"contract-kit-v17\docs\diagrams\01_ecosystem_topology.svg","SAME","B114037FD0FE650E64163329A5B93902E916A00E68A9549D1399253673C2BEA8","B114037FD0FE650E64163329A5B93902E916A00E68A9549D1399253673C2BEA8"
"skills\useful-skills\update-sdk\references\docker-image-locations.md","SAME","A0FEFAA50F5AE576890B8C93EE9B5341D86BD441A73C8D53B66552626B4C5085","A0FEFAA50F5AE576890B8C93EE9B5341D86BD441A73C8D53B66552626B4C5085"
"contract-kit-v17\src\blockchain_audit\audit_config.py","SAME","605EF93AE666F8ED4F09AFB082E5A6F8F6E325AE4CA06D49EC459196D2879506","605EF93AE666F8ED4F09AFB082E5A6F8F6E325AE4CA06D49EC459196D2879506"
"contract-kit-v17\.kilo\package.json","SAME","E1A4F2094EA5DDB6C84A9F5BED22B6C0007FA0D0F891B52BD22F1C2CF57BDAFE","E1A4F2094EA5DDB6C84A9F5BED22B6C0007FA0D0F891B52BD22F1C2CF57BDAFE"
"skills\useful-skills\skills\versions\versions.mjs","SAME","B9591C64AD477CEC05FD483BF37CDD7A3581A1055E30793A21C8E6180570366B","B9591C64AD477CEC05FD483BF37CDD7A3581A1055E30793A21C8E6180570366B"
"skills\useful-skills\security.md","SAME","9549B49D4BD4FA461DADA6A21C3A5CB9588B45E9EE982AE817516DA665437369","9549B49D4BD4FA461DADA6A21C3A5CB9588B45E9EE982AE817516DA665437369"
"manifests\INCLUDED_FILES.txt","SAME","B1CC61DC71796CA0D032654B0AB9A3B363477D19F66E1C667E435F83C8836829","B1CC61DC71796CA0D032654B0AB9A3B363477D19F66E1C667E435F83C8836829"
"skills\useful-skills\use-conversation-skills.ts","SAME","6B01EE36DBF7E42965719D9979459885EF2CD064D697C17C1E886B6308FF9318","6B01EE36DBF7E42965719D9979459885EF2CD064D697C17C1E886B6308FF9318"
"skills\useful-skills\__init__.py","SAME","FCAD5C41DCF48303D4ED1FCF6F7606784A7EB019F7269EDCEA3A10D99A46FC8B","FCAD5C41DCF48303D4ED1FCF6F7606784A7EB019F7269EDCEA3A10D99A46FC8B"
"contract-kit-v17\src\webui\panels\warroom.js","SAME","DFF6B8FC4DE5E85611FAA55B7887825285165274B20E6E022CF36158E8D4EDCF","DFF6B8FC4DE5E85611FAA55B7887825285165274B20E6E022CF36158E8D4EDCF"
"skills\useful-skills\skills\versions\content.mjs","SAME","C15872C42E66BA58E8518B21CE698890AA01662E07A248BDD45D2414B29388EA","C15872C42E66BA58E8518B21CE698890AA01662E07A248BDD45D2414B29388EA"
"contract-kit-v17\src\blockchain_audit\__init__.py","SAME","54C43304503FB477057BE4940BD8C50982E22F0256B7BC64A0446DE155F9191F","54C43304503FB477057BE4940BD8C50982E22F0256B7BC64A0446DE155F9191F"
"skills\useful-skills\skill\index.ts","SAME","133FF6F0A699973D28E21C45D9C1C9537A098F9221D98A43ACEFC63DB538CB45","133FF6F0A699973D28E21C45D9C1C9537A098F9221D98A43ACEFC63DB538CB45"
"contract-kit-v17\docs\kilocode-settings-images\Screenshot_1822.png","SAME","F139C69153DF837E695DADE183141A868432A8959E3EAFD346A802E191CB6C38","F139C69153DF837E695DADE183141A868432A8959E3EAFD346A802E191CB6C38"
"skills\useful-skills\skills\kubernetes.md","SAME","41290FDBF4731CB1AE7284265B5AAA1EBFC3B183BDEFF907EC508D30E82FE202","41290FDBF4731CB1AE7284265B5AAA1EBFC3B183BDEFF907EC508D30E82FE202"
"skills\useful-skills\versions\versions.d.mts","SAME","AF6E2F60E9CCFFC6AB9A48302A917EC162095F3E8195C77C34424EE67EB0BBDA","AF6E2F60E9CCFFC6AB9A48302A917EC162095F3E8195C77C34424EE67EB0BBDA"
"contract-kit-v17\tests\hub\conftest.py","SAME","5D674A6BECF68757EAA971C064480A5F22F1498DDF1D6DA647D76BF4ABB21B8F","5D674A6BECF68757EAA971C064480A5F22F1498DDF1D6DA647D76BF4ABB21B8F"
"contract-kit-v17\src\webui\hub\routers\kilocode.py","SAME","F6D0B55C7219975C08ADE1B68E7ABDA969D8953F598157173EBC90E084181274","F6D0B55C7219975C08ADE1B68E7ABDA969D8953F598157173EBC90E084181274"
"skills\useful-skills\skills\update-sdk\references\docker-image-locations.md","SAME","A0FEFAA50F5AE576890B8C93EE9B5341D86BD441A73C8D53B66552626B4C5085","A0FEFAA50F5AE576890B8C93EE9B5341D86BD441A73C8D53B66552626B4C5085"
"contract-kit-v17\.kilo\.gitignore","SAME","7A644ED100027616736361905A6A7FA0311E51560ED770B5D08057485CD4BE14","7A644ED100027616736361905A6A7FA0311E51560ED770B5D08057485CD4BE14"
"contract-kit-v17\FEATURES-LIST.md","SAME","EF3ACB21E37B4810EDE8F543C4C60AD2CB965DA02EA2F0BF8D2AED4CF90B6FD6","EF3ACB21E37B4810EDE8F543C4C60AD2CB965DA02EA2F0BF8D2AED4CF90B6FD6"
"skills\useful-skills\102_add_disabled_skills_to_user_settings.py","SAME","C06D15C63BE7D8B2538A417C16BE45D3C9F5857C3C67534AB07AEBFB3A1CE2BF","C06D15C63BE7D8B2538A417C16BE45D3C9F5857C3C67534AB07AEBFB3A1CE2BF"
"skills\useful-skills\skills\fix_test.md","SAME","F1C40D0D86562D75B6A7A806ABFA61F1FBCF1CDE60B2E90FA2A2F1E88AA8865B","F1C40D0D86562D75B6A7A806ABFA61F1FBCF1CDE60B2E90FA2A2F1E88AA8865B"
"skills\useful-skills\skills\versions\versions.js","SAME","D05246646A8FAD4A21360CEB68591B11F823898C9F5CE659CF3C7723298E0184","D05246646A8FAD4A21360CEB68591B11F823898C9F5CE659CF3C7723298E0184"
"contract-kit-v17\src\webui\hub\routers\pipeline.py","SAME","E20C40D19B5CD4E831854BBAA89D0FABA078D9660F8F104342CF1843FF2DD776","E20C40D19B5CD4E831854BBAA89D0FABA078D9660F8F104342CF1843FF2DD776"
"skills\useful-skills\codereview-roasted.md","SAME","AA2C7B3CD65C11CED03F96C8E1862E8530C71DA0F694C4DAC485DCC2D2868210","AA2C7B3CD65C11CED03F96C8E1862E8530C71DA0F694C4DAC485DCC2D2868210"
"contract-kit-v17\verify_contract.py","SAME","BF2F822357890B514B83390740F41B2BBB0533FC1080577E49826E06F22FC066","BF2F822357890B514B83390740F41B2BBB0533FC1080577E49826E06F22FC066"
"contract-kit-v17\src\blockchain_audit\consensus_engine.py","SAME","0DCAA18F62859E8884AD36E6B0B59B051F558F88F74C79212A0E4B0171E802DA","0DCAA18F62859E8884AD36E6B0B59B051F558F88F74C79212A0E4B0171E802DA"
"skills\useful-skills\skills\flarglebargle.md","SAME","9693B15C7CDA7873460A8BF8F64EB15101F66166F37BC1625EDD759C3C9AF819","9693B15C7CDA7873460A8BF8F64EB15101F66166F37BC1625EDD759C3C9AF819"
"skills\useful-skills\skill-item-expanded.test.ts","SAME","0AB284F2FC6FF2F815C9F9B5A48FB1953041746043C9FF51326B47A4CA8A2089","0AB284F2FC6FF2F815C9F9B5A48FB1953041746043C9FF51326B47A4CA8A2089"
"contract-kit-v17\docs\diagrams\06_hermes_agents.svg","SAME","488CB5997781B788BEE97205FBAFF338A9B2060E71E31FC6B9A99C8EC315FBD9","488CB5997781B788BEE97205FBAFF338A9B2060E71E31FC6B9A99C8EC315FBD9"
"skills\useful-skills\versions\versions.ts","SAME","4DFCCF59DFBEE970A88936AA28C4243783C8CF1D431C05AC3FDD2568F5A30C04","4DFCCF59DFBEE970A88936AA28C4243783C8CF1D431C05AC3FDD2568F5A30C04"
"skills\useful-skills\agent_skills\utils\config.py","SAME","305005817190A295A2778911537C5D7BC259E1113BD2D3351B0DEFD8F3E89A82","305005817190A295A2778911537C5D7BC259E1113BD2D3351B0DEFD8F3E89A82"
"contract-kit-v17\src\zeroclaw\__init__.py","SAME","6B367959A6E78BF92B5B00ABBABFE49C6FABE1946C69B6C7EBE3F9676457E490","6B367959A6E78BF92B5B00ABBABFE49C6FABE1946C69B6C7EBE3F9676457E490"
"skills\useful-skills\skills.mjs","SAME","15946DF3C2D26F34033ADDC1895BFB374EF801ACCC857C10C2991C2C2DA24495","15946DF3C2D26F34033ADDC1895BFB374EF801ACCC857C10C2991C2C2DA24495"
"contract-kit-v17\docs\10_DEVELOPER_GUIDE.md","SAME","198513DEA1AEFA6BBE0F77562D5D87E4D395728B777B4AD24806AAC01A6DE42A","198513DEA1AEFA6BBE0F77562D5D87E4D395728B777B4AD24806AAC01A6DE42A"
"skills\useful-skills\get-skill-ready-items.test.ts","SAME","6831AAEB48C85633C0698624D91F2EE1953DEDE2E513692FC3CD03E69D6BBA63","6831AAEB48C85633C0698624D91F2EE1953DEDE2E513692FC3CD03E69D6BBA63"
"skills\useful-skills\skills\ssh.md","SAME","2542FBCFEB83699323E115018DB3A03EBC37016F9359A8A7DBE3C57AC647C29F","2542FBCFEB83699323E115018DB3A03EBC37016F9359A8A7DBE3C57AC647C29F"
"skills\useful-skills\skills\versions\versions.d.ts","SAME","9070C48B418A42A3AF4EE9AA7BCD6A4EFF4FE3B26E997AC0E823028CB11B50A9","9070C48B418A42A3AF4EE9AA7BCD6A4EFF4FE3B26E997AC0E823028CB11B50A9"
"skills\useful-skills\content.js","SAME","2A1A63DDC6F9F228888237DC59766DEDCA21F9C63579008EF160BD48DDA28795","2A1A63DDC6F9F228888237DC59766DEDCA21F9C63579008EF160BD48DDA28795"
"skills\useful-skills\agent_skills_p2.py","SAME","7367786E9E877F5EA9970A89C69A957080C645C88509C48C3C83CE8DDD94F216","7367786E9E877F5EA9970A89C69A957080C645C88509C48C3C83CE8DDD94F216"
"skills\useful-skills\skills.js","SAME","24607FCDDA3BB3F418670296D7A8CAEBCD6AE520E4B2D62870A1F704E27ACD5F","24607FCDDA3BB3F418670296D7A8CAEBCD6AE520E4B2D62870A1F704E27ACD5F"
"skills\useful-skills\agents-sdk\SKILL.md","SAME","6769C6520383ED5501EA88DC4F9291517A8642167D859486181585063E8B7D2F","6769C6520383ED5501EA88DC4F9291517A8642167D859486181585063E8B7D2F"
"skills\useful-skills\skills\bitbucket.md","SAME","A96F4E1FF0A813111160C2B04B89F1C422A762DF5059AAAF6FEBD8CABC319E65","A96F4E1FF0A813111160C2B04B89F1C422A762DF5059AAAF6FEBD8CABC319E65"
"skills\useful-skills\versions.ts","SAME","B4AA679FB00E46E38BF091C5BE3F6063577F61DFADAAF1916EA5A7311E46BB73","B4AA679FB00E46E38BF091C5BE3F6063577F61DFADAAF1916EA5A7311E46BB73"
"contract-kit-v17\tests\integration\test_kilocode_hermes_integration.py","SAME","B1CD88607E9B647291486A6825441C3D91A5CDF9ABB7C47E8495A6F6097CFB02","B1CD88607E9B647291486A6825441C3D91A5CDF9ABB7C47E8495A6F6097CFB02"
"contract-kit-v17\src\webui\control_center.py","SAME","85C292A72AD2B21E7B966459D73523D45304E0A1419B105202D8E3880D2FDCCB","85C292A72AD2B21E7B966459D73523D45304E0A1419B105202D8E3880D2FDCCB"
"skills\useful-skills\versions\content.d.mts","SAME","393330FA597E5CC527D03DCA141EAC3F8DB9817FC0BE60DFFEA5CA445293057E","393330FA597E5CC527D03DCA141EAC3F8DB9817FC0BE60DFFEA5CA445293057E"
"skills\useful-skills\pdflatex.md","SAME","B91F2C9B32820094611C176D48A2782D4F57FB00EB68955E091D277AE291F59F","B91F2C9B32820094611C176D48A2782D4F57FB00EB68955E091D277AE291F59F"
"contract-kit-v17\INTERACTIVE_ROADMAP.md","SAME","0379C3F2355D1BBAC167EB90AE389113BB13B16DFD88B9F009193F3B509D0A46","0379C3F2355D1BBAC167EB90AE389113BB13B16DFD88B9F009193F3B509D0A46"
"contract-kit-v17\tests\e2e\test_live_vps.py","SAME","41E00F2E52A0F73A68A94BE969BF2340A401CE2C324B37770C6BFCE4F929E3DC","41E00F2E52A0F73A68A94BE969BF2340A401CE2C324B37770C6BFCE4F929E3DC"
"skills\useful-skills\patch_skill_limit.py","SAME","75552F34867283FA2E9EA15A7B26BDC23C2657771E5A09158D10BD09A0F75B3B","75552F34867283FA2E9EA15A7B26BDC23C2657771E5A09158D10BD09A0F75B3B"
"contract-kit-v17\src\webui\hub\routers\mcp.py","SAME","2B2EBBF9CBCE2ADAE1D470E6AFDA92F523032D4BD253CD5B9E640CB24454CF9C","2B2EBBF9CBCE2ADAE1D470E6AFDA92F523032D4BD253CD5B9E640CB24454CF9C"
"agentic-truth\FAILURE_ROUTING_TABLE.json","SAME","F893F7418074676EB42F30694279BF8FE4C1E9E88DFE8ACFD259CF7E263BCE98","F893F7418074676EB42F30694279BF8FE4C1E9E88DFE8ACFD259CF7E263BCE98"
"skills\useful-skills\skills\default-tools.md","SAME","F837F824A6B60C62DE767B374F2F8F08177099ADFAFDE8AA04B4E7096A45319F","F837F824A6B60C62DE767B374F2F8F08177099ADFAFDE8AA04B4E7096A45319F"
"contract-kit-v17\tests\e2e\visual_complete_coverage.spec.ts","SAME","42F660606CC1790F1287DD232ACC1BA39BBD6DFD1A8B75970332E6524E3B0F94","42F660606CC1790F1287DD232ACC1BA39BBD6DFD1A8B75970332E6524E3B0F94"
"skills\useful-skills\agent_skills\README.md","SAME","A4820FE8A8F7C2676A8017D09DF86CEDA3A1361C99D8DE335C2AE3566BA1B0A8","A4820FE8A8F7C2676A8017D09DF86CEDA3A1361C99D8DE335C2AE3566BA1B0A8"
"contract-kit-v17\tests\conftest.py","SAME","1C1CA7D8173003F8E4984BA0B02571EDA1FB4142A4B4A7B4999298202E02FB7B","1C1CA7D8173003F8E4984BA0B02571EDA1FB4142A4B4A7B4999298202E02FB7B"
"skills\useful-skills\azure_devops.md","SAME","B7C03D6DA9FB2C71A635619CC6ACAE8D9026BB6A1FE1FFE257E0F1612D915F27","B7C03D6DA9FB2C71A635619CC6ACAE8D9026BB6A1FE1FFE257E0F1612D915F27"
"contract-kit-v17\tests\e2e\global-setup.ts","SAME","2046DDC0F268B6D9EDBCA41018866672D0E7B5DD343DA088DDFE5E906BBF1FFA","2046DDC0F268B6D9EDBCA41018866672D0E7B5DD343DA088DDFE5E906BBF1FFA"
"contract-kit-v17\tests\e2e\__init__.py","SAME","B10089FBF98BE74383FC1146C7199D1E23524C5F801AFE93A2D20B9F01576ACB","B10089FBF98BE74383FC1146C7199D1E23524C5F801AFE93A2D20B9F01576ACB"
"skills\useful-skills\utils\config.py","SAME","305005817190A295A2778911537C5D7BC259E1113BD2D3351B0DEFD8F3E89A82","305005817190A295A2778911537C5D7BC259E1113BD2D3351B0DEFD8F3E89A82"
"contract-kit-v17\src\webui\panels\agents.js","SAME","1AD20718009D5766C6C6066D9EB3DC2D0272ADDF564DE98DDEDBF7D15CC22A0A","1AD20718009D5766C6C6066D9EB3DC2D0272ADDF564DE98DDEDBF7D15CC22A0A"
"contract-kit-v17\src\webui\agents_panel.py","SAME","816B8E8F630C4492B3D3F401CFC831DB53DB9549C2806ED6DA9F7DDBB7289746","816B8E8F630C4492B3D3F401CFC831DB53DB9549C2806ED6DA9F7DDBB7289746"
"contract-kit-v17\tests\e2e\cross_surface_parity.spec.ts","SAME","DB807EFAF3F0B2BAD759A3AF4AA3363685E5FC617127B6BC450D7A265A0F2774","DB807EFAF3F0B2BAD759A3AF4AA3363685E5FC617127B6BC450D7A265A0F2774"
"contract-kit-v17\consolidate_ecosystem.py","SAME","94EB9DD9343EE2DCA2CE58CB147A250243C59BAC80322DD05F6AABEE525A7F07","94EB9DD9343EE2DCA2CE58CB147A250243C59BAC80322DD05F6AABEE525A7F07"
"skills\useful-skills\skills\swift-linux.md","SAME","4CEBF47F4DD51EACF9656770E7CDE9E65D20AAE41082F350A2580CDF0941F078","4CEBF47F4DD51EACF9656770E7CDE9E65D20AAE41082F350A2580CDF0941F078"
"contract-kit-v17\docs\kilocode-settings-images\Screenshot_1821.png","SAME","99B92C7D47B906FC586489CC0A2E70207485607ED2130FB2C85E9B2D51BF5A27","99B92C7D47B906FC586489CC0A2E70207485607ED2130FB2C85E9B2D51BF5A27"
"skills\useful-skills\skills\vscode-visual-regression\SKILL.md","SAME","BB4B41246B5D30F4FB36B3C0C38648EA01F32314144A98731F9B5603DE2B59B9","BB4B41246B5D30F4FB36B3C0C38648EA01F32314144A98731F9B5603DE2B59B9"
"skills\useful-skills\SkillsPanelContent.test.tsx","SAME","F2BD05F4CA3EFFD5AC74DD2E8606DDE9ADC6E260EB0007E1A6A0EEF8C717FC00","F2BD05F4CA3EFFD5AC74DD2E8606DDE9ADC6E260EB0007E1A6A0EEF8C717FC00"
"contract-kit-v17\docs\06_ZEROCLAW_ADAPTERS.md","SAME","736559CD0DE24147E02A0CAA5F68C83E797FB34296B11A2B7399058C52E04B7F","736559CD0DE24147E02A0CAA5F68C83E797FB34296B11A2B7399058C52E04B7F"
"skills\useful-skills\skills.mdx","SAME","147AFD0F18D778F6D0A6B52BC17FAA82B0DB92DBB9EABAAED9274DF29F151465","147AFD0F18D778F6D0A6B52BC17FAA82B0DB92DBB9EABAAED9274DF29F151465"
"skills\useful-skills\skills\versions\index.js","SAME","15829C1D07397C2A2A22FBBDE54ED9AC09ED9070ACCADD48C21C2FB5765E5DA4","15829C1D07397C2A2A22FBBDE54ED9AC09ED9070ACCADD48C21C2FB5765E5DA4"
"agentic-truth\REPAIR_PACKET_SCHEMA.json","SAME","754B43DA1183B2BC40C9C44914DA88A1152E11101E01D4E866B2D94513344C4A","754B43DA1183B2BC40C9C44914DA88A1152E11101E01D4E866B2D94513344C4A"
"contract-kit-v17\tests\e2e\test_runtime.py","SAME","D5DE4D88CB6D7BA340BFEACE9DDE84853479AE3A45257A1CAB65D80C286AD2AD","D5DE4D88CB6D7BA340BFEACE9DDE84853479AE3A45257A1CAB65D80C286AD2AD"
"skills\useful-skills\versions\content.mjs","SAME","C15872C42E66BA58E8518B21CE698890AA01662E07A248BDD45D2414B29388EA","C15872C42E66BA58E8518B21CE698890AA01662E07A248BDD45D2414B29388EA"
"contract-kit-v17\.kilo\package-lock.json","SAME","7AA895A55BE382FA6A3AB100DB42CBE11F2B96C760FE39FB4C83FD5159A30D3B","7AA895A55BE382FA6A3AB100DB42CBE11F2B96C760FE39FB4C83FD5159A30D3B"
